Time,Intensity,ADC_Value
0.3904762268066406,48,501
0.8705530166625977,48,501
0.8865654468536377,0,505
1.3669986724853516,0,505
1.382972002029419,48,501
1.8631565570831299,48,501
1.8796696662902832,0,505
2.351510763168335,0,505
2.3630239963531494,48,501
2.855459690093994,48,501
2.871110677719116,0,505
3.340589761734009,0,505
3.356661796569824,49,503
3.837944984436035,49,503
3.8625848293304443,0,505
4.33207893371582,0,505
4.353391170501709,48,501
4.839235782623291,48,501
4.85709023475647,0,505
5.322462797164917,0,505
5.338090419769287,48,501
5.8204345703125,48,501
5.836061239242554,0,505
6.315619707107544,0,505
6.331239938735962,48,501
6.835478067398071,48,501
6.835478067398071,0,505
7.337157249450684,0,505
7.354418516159058,48,501
7.824858665466309,48,501
7.848314046859741,0,501
8.330843925476074,0,501
8.346881866455078,48,501
8.82384991645813,48,501
8.842917442321777,0,501
9.322062253952026,0,501
9.33937382698059,49,505
9.807374477386475,49,505
9.823010683059692,0,501
10.315409898757935,0,501
10.331040382385254,48,501
10.805047988891602,48,501
10.828222751617432,0,503
11.307679653167725,0,503
11.32492709159851,48,501
11.790770769119263,48,501
11.816408395767212,0,501
12.300687074661255,0,501
12.317472457885742,48,501
12.79612112045288,48,501
12.81346082687378,0,501
13.291248559951782,0,501
13.310204267501831,48,501
13.788630485534668,48,501
13.806726455688477,0,501
14.300321578979492,0,501
14.31826376914978,48,501
14.789216756820679,48,501
14.814435243606567,0,501
15.287832260131836,0,501
15.310614824295044,48,501
15.789522886276245,48,501
15.80707049369812,0,503
16.28384280204773,0,503
16.303691625595093,48,501
16.771967887878418,48,501
16.78761053085327,0,501
17.27069115638733,0,501
17.296189546585083,48,501
17.772490978240967,48,501
17.792161464691162,0,501
18.272525548934937,0,501
18.288566827774048,49,503
18.768887758255005,49,503
18.784466981887817,0,501
19.26512837409973,0,501
19.281622886657715,48,501
19.761440753936768,48,501
19.77683424949646,0,501
20.25685691833496,0,501
20.273375034332275,48,501
20.769663095474243,48,501
20.770683765411377,0,503
21.266387701034546,0,503
21.282246351242065,48,501
21.762473821640015,48,501
21.778018712997437,0,501
22.25890040397644,0,501
22.27471423149109,49,503
22.741182565689087,49,503
22.75680708885193,0,505
23.236931800842285,0,505
23.252562999725342,48,501
23.73765778541565,48,501
23.763694763183594,0,505
24.23743748664856,0,505
24.260238647460938,49,503
24.73705506324768,49,503
24.756275415420532,0,505
25.222821712493896,0,505
25.23841094970703,48,501
25.720551252365112,48,501
25.736188650131226,0,505
26.221259593963623,0,505
26.24543571472168,48,501
26.724931478500366,48,501
26.74093532562256,0,505
27.221487998962402,0,505
27.237540006637573,48,501
27.733930826187134,48,501
27.7349693775177,0,505
28.229805946350098,0,505
28.24602746963501,48,501
28.721574306488037,48,501
28.74252152442932,0,505
29.222481727600098,0,505
29.238528728485107,48,501
29.709635734558105,48,501
29.734961986541748,0,505
30.21043038368225,0,505
30.23095154762268,48,501
30.71087622642517,48,501
30.72780466079712,0,505
31.20724844932556,0,505
31.22390389442444,48,501
31.704638719558716,48,501
31.72026228904724,0,505
32.19998788833618,0,505
32.21637725830078,49,503
32.69722604751587,49,503
32.71290636062622,0,505
33.19306468963623,0,505
33.20907926559448,49,505
33.68867039680481,49,505
33.704859256744385,0,505
34.185511350631714,0,505
34.20212197303772,48,501
34.69789743423462,48,501
34.698943853378296,0,505
35.193522930145264,0,505
35.209532022476196,48,501
35.690075635910034,48,501
35.706358909606934,0,505
36.186593532562256,0,505
36.20213747024536,48,501
36.672374963760376,48,501
36.6930193901062,0,501
37.17106914520264,0,501
37.19558238983154,48,501
37.672040939331055,48,501
37.691190004348755,0,503
38.171592235565186,0,503
38.18721866607666,48,501
38.65583276748657,48,501
38.67147660255432,0,501
39.15428853034973,0,501
39.18032455444336,48,501
39.65555286407471,48,501
39.676509380340576,0,501
40.15445566177368,0,501
40.17333793640137,48,501
40.6394898891449,48,501
40.65510702133179,0,501
41.138219118118286,0,501
41.15384864807129,49,503
41.65839862823486,49,503
41.65839862823486,0,501
42.154765367507935,0,501
42.17379117012024,48,501
42.64082169532776,48,501
42.65644860267639,0,503
43.13775324821472,0,503
43.153369426727295,48,501
43.6368134021759,48,501
43.663466691970825,0,501
44.13919639587402,0,501
44.15915846824646,48,501
44.63876032829285,48,501
44.654831647872925,0,501
45.12528681755066,0,501
45.140881061553955,49,503
45.622745752334595,49,503
45.64847755432129,0,501
46.12259101867676,0,501
46.14510631561279,49,503
46.62474179267883,49,503
46.640745878219604,0,501
47.120896100997925,0,501
47.137146949768066,48,501
47.61653161048889,48,501
47.63308024406433,0,501
48.112773418426514,0,501
48.12978434562683,48,501
48.62624144554138,48,501
48.627280712127686,0,501
49.12165927886963,0,501
49.137662172317505,48,501
49.61832284927368,48,501
49.63378095626831,0,503
50.11464715003967,0,503
50.1305410861969,48,501
50.610689640045166,48,501
